X,NULL,NULL1,Y
1164, , 21     , 0      
1165, , 0      , 153    
1166, , 22     , 0      
1167, , 0      , 153    
1168, , 23     , 0      
1169, , 0      , 155    
1170, , 24     , 0      
1171, , 0      , 141    
1172, , 25     , 0      
1173, , 0      , 127    
1174, , 26     , 0      
1175, , 0      , 119    
1176, , 27     , 0      
1177, , 0      , 136    
1178, , 28     , 0      
1179, , 0      , 155    
1180, , 29     , 0      
1181, , 0      , 155    
1182, , 30     , 0      
1183, , 0      , 155    
1184, , 31     , 0      
1185, , 0      , 155    
1186, , 32     , 0      
1187, , 0      , 150    
1188, , 33     , 0      
1189, , 0      , 153    
1190, , 34     , 0      
1191, , 0      , 155    
1192, , 35     , 0      
1193, , 0      , 150    
1194, , 36     , 0      
1195, , 0      , 153    
1196, , 37     , 0      
1197, , 0      , 155    
1198, , 38     , 0      
1199, , 0      , 147    
1200, , 39     , 0      
1201, , 0      , 150    
1202, , 40     , 0      
1203, , 0      , 153    
1204, , 41     , 0      
1205, , 0      , 150    
1206, , 42     , 0      
1207, , 0      , 150    
1208, , 43     , 0      
1209, , 0      , 153    
1210, , 44     , 0      
1211, , 0      , 150    
1212, , 45     , 0      
1213, , 0      , 144    
1214, , 46     , 0      
1215, , 0      , 153    
1216, , 47     , 0      
1217, , 0      , 155    
1218, , 48     , 0      
1219, , 0      , 147    
1220, , 49     , 0      
1221, , 0      , 153    
1222, , 50     , 0      
1223, , 0      , 150    
1224, , 51     , 0      
1225, , 0      , 153    
1226, , 52     , 0      
1227, , 0      , 150    
1228, , 53     , 0      
1229, , 0      , 153    
1230, , 54     , 0      
1231, , 0      , 153    
1232, , 55     , 0      
1233, , 0      , 147    
1234, , 56     , 0      
1235, , 0      , 150    
1236, , 57     , 0      
1237, , 0      , 150    
1238, , 58     , 0      
1239, , 0      , 150    
1240, , 59     , 0      
1241, , 0      , 150    
1242, , 60     , 0      
1243, , 0      , 150    
1244, , 61     , 0      
1245, , 0      , 153    
1246, , 62     , 0      
1247, , 0      , 150    
1248, , 63     , 0      
1249, , 0      , 150    
1250, , 64     , 0      
1251, , 0      , 150    
1252, , 65     , 0      
1253, , 0      , 144    
1254, , 66     , 0      
1255, , 0      , 141    
1256, , 67     , 0      
1257, , 0      , 144    
1258, , 68     , 0      
1259, , 0      , 147    
1260, , 69     , 0      
1261, , 0      , 141    
1262, , 70     , 0      
1263, , 0      , 141    
1264, , 71     , 0      
1265, , 0      , 144    
1266, , 72     , 0      
1267, , 0      , 138    
1268, , 73     , 0      
1269, , 0      , 136    
1270, , 74     , 0      
1271, , 0      , 136    
1272, , 75     , 0      
1273, , 0      , 138    
1274, , 76     , 0      
1275, , 0      , 133    
1276, , 77     , 0      
1277, , 0      , 133    
1278, , 78     , 0      
1279, , 0      , 133    
1280, , 79     , 0      
1281, , 0      , 121    
1282, , 80     , 0      
1283, , 0      , 107    
1284, , 81     , 0      
1285, , 0      , 104    
1286, , 82     , 0      
1287, , 0      , 85     
1288, , 83     , 0      
1289, , 0      , 68     
1290, , 84     , 0      
1291, , 0      , 76     
1292, , 85     , 0      
1293, , 0      , 87     
1294, , 86     , 0      
1295, , 0      , 93     
1296, , 87     , 0      
1297, , 0      , 90     
1298, , 88     , 0      
1299, , 0      , 93     
1300, , 89     , 0      
1301, , 0      , 96     
1302, , 90     , 0      
1303, , 0      , 99     
1304, , 91     , 0      
1305, , 0      , 99     
1306, , 92     , 0      
1307, , 0      , 107    
1308, , 93     , 0      
1309, , 0      , 110    
1310, , 94     , 0      
1311, , 0      , 104    
1312, , 95     , 0      
1313, , 0      , 104    
1314, , 96     , 0      
1315, , 0      , 116    
1316, , 97     , 0      
1317, , 0      , 107    
1318, , 98     , 0      
1319, , 0      , 107    
1320, , 99     , 0      
1321, , 0      , 119    
1322, , 100    , 0      
1323, , 0      , 121    
1324, , 101    , 0      
1325, , 0      , 116    
1326, , 102    , 0      
1327, , 0      , 121    
1328, , 103    , 0      
1329, , 0      , 119    
1330, , 104    , 0      
1331, , 0      , 121    
1332, , 105    , 0      
1333, , 0      , 113    
1334, , 106    , 0      
1335, , 0      , 119    
1336, , 107    , 0      
1337, , 0      , 116    
1338, , 108    , 0      
1339, , 0      , 113    
1340, , 109    , 0      
1341, , 0      , 110    
1342, , 110    , 0      
1343, , 0      , 113    
1344, , 111    , 0      
1345, , 0      , 113    
1346, , 112    , 0      
1347, , 0      , 102    
1348, , 113    , 0      
1349, , 0      , 113    
1350, , 114    , 0      
1351, , 0      , 99     
1352, , 115    , 0      
1353, , 0      , 85     
1354, , 116    , 0      
1355, , 0      , 85     
1356, , 117    , 0      
1357, , 0      , 93     
1358, , 118    , 0      
1359, , 0      , 107    
1360, , 119    , 0      
1361, , 0      , 87     
1362, , 120    , 0      
1363, , 0      , 87     
1364, , 121    , 0      
1365, , 0      , 90     
1366, , 122    , 0      
1367, , 0      , 85     
1368, , 123    , 0      
1369, , 0      , 70     
1370, , 124    , 0      
1371, , 0      , 76     
1372, , 125    , 0      
1373, , 0      , 70     
1374, , 126    , 0      
1375, , 0      , 56     
1376, , 127    , 0      
1377, , 0      , 59     
1378, , 128    , 0      
1379, , 0      , 59     
1380, , 129    , 0      
1381, , 0      , 51     
1382, , 130    , 0      
1383, , 0      , 53     
1384, , 131    , 0      
1385, , 0      , 51     
1386, , 132    , 0      
1387, , 0      , 34     
1388, , 133    , 0      
1389, , 0      , 34     
1390, , 134    , 0      
1391, , 0      , 34     
1392, , 135    , 0      
1393, , 0      , 28     
1394, , 136    , 0      
1395, , 0      , 25     
1396, , 137    , 0      
1397, , 0      , 25     
1398, , 138    , 0      
1399, , 0      , 25     
1400, , 139    , 0      
1401, , 0      , 19     
1402, , 140    , 0      
1403, , 0      , 19     
1404, , 141    , 0      
1405, , 0      , 19     
1406, , 142    , 0      
1407, , 0      , 14     
1408, , 143    , 0      
1409, , 0      , 5      
1410, , 144    , 0      
1411, , 0      , 2      
1412, , 145    , 0      
1413, , 0      , 2      
1414, , 146    , 0      
1415, , 0      , 5      
1416, , 147    , 0      
1417, , 0      , 5      
1418, , 148    , 0      
1419, , 0      , 2      
1420, , 149    , 0      
1421, , 0      , 2      
1422, , 150    , 0      
1423, , 0      , 2      
1424, , 151    , 0      
1425, , 0      , 17     
1426, , 152    , 0      
1427, , 0      , 25     
1428, , 153    , 0      
1429, , 0      , 17     
1430, , 154    , 0      
1431, , 0      , 19     
1432, , 155    , 0      
1433, , 0      , 19     
1434, , 156    , 0      
1435, , 0      , 17     
1436, , 157    , 0      
1437, , 0      , 17     
1438, , 158    , 0      
1439, , 0      , 19     
1440, , 159    , 0      
1441, , 0      , 14     
1442, , 160    , 0      
1443, , 0      , 8      
1444, , 161    , 0      
1445, , 0      , 8      
1446, , 162    , 0      
1447, , 0      , 8      
1448, , 163    , 0      
1449, , 0      , 8      
1450, , 164    , 0      
1451, , 0      , 8      
1452, , 165    , 0      
1453, , 0      , 11     
1454, , 166    , 0      
1455, , 0      , 11     
1456, , 167    , 0      
1457, , 0      , 11     
1458, , 168    , 0      
1459, , 0      , 11     
1460, , 169    , 0      
1461, , 0      , 11     
1462, , 170    , 0      
1463, , 0      , 11     
1464, , 171    , 0      
1465, , 0      , 8      
1466, , 172    , 0      
1467, , 0      , 11     
1468, , 173    , 0      
1469, , 0      , 11     
1470, , 174    , 0      
1471, , 0      , 11     
1472, , 175    , 0      
1473, , 0      , 11     
1474, , 176    , 0      
1475, , 0      , 19     
1476, , 177    , 0      
1477, , 0      , 19     
1478, , 178    , 0      
1479, , 0      , 14     
1480, , 179    , 0      
1481, , 0      , 17     
1482, , 180    , 0      
1483, , 0      , 17     
1484, , 181    , 0      
1485, , 0      , 11     
1486, , 182    , 0      
1487, , 0      , 11     
1488, , 183    , 0      
1489, , 0      , 11     
1490, , 184    , 0      
1491, , 0      , 8      
1492, , 185    , 0      
1493, , 0      , 8      
1494, , 186    , 0      
1495, , 0      , 8      
1496, , 187    , 0      
1497, , 0      , 8      
1498, , 188    , 0      
1499, , 0      , 8      
1500, , 189    , 0      
1501, , 0      , 8      
1502, , 190    , 0      
1503, , 0      , 8      
1504, , 191    , 0      
1505, , 0      , 8      
1506, , 192    , 0      
1507, , 0      , 5      
1508, , 193    , 0      
1509, , 0      , 11     
1510, , 194    , 0      
1511, , 0      , 11     
1512, , 195    , 0      
1513, , 0      , 5      
1514, , 196    , 0      
1515, , 0      , 8      
1516, , 197    , 0      
1517, , 0      , 11     
1518, , 198    , 0      
1519, , 0      , 11     
1520, , 199    , 0      
1521, , 0      , 11     
1522, , 200    , 0      
1523, , 0      , 11     
1524, , 201    , 0      
1525, , 0      , 11     
1526, , 202    , 0      
1527, , 0      , 14     
1528, , 203    , 0      
1529, , 0      , 14     
1530, , 204    , 0      
1531, , 0      , 14     
1532, , 205    , 0      
1533, , 0      , 11     
1534, , 206    , 0      
1535, , 0      , 11     
1536, , 207    , 0      
1537, , 0      , 17     
1538, , 208    , 0      
1539, , 0      , 17     
1540, , 209    , 0      
1541, , 0      , 14     
1542, , 210    , 0      
1543, , 0      , 14     
1544, , 211    , 0      
1545, , 0      , 11     
1546, , 212    , 0      
1547, , 0      , 14     
1548, , 213    , 0      
1549, , 0      , 11     
1550, , 214    , 0      
1551, , 0      , 11     
1552, , 215    , 0      
1553, , 0      , 11     
1554, , 216    , 0      
1555, , 0      , 11     
1556, , 217    , 0      
1557, , 0      , 11     
1558, , 218    , 0      
1559, , 0      , 8      
1560, , 219    , 0      
1561, , 0      , 11     
1562, , 220    , 0      
1563, , 0      , 8      
1564, , 221    , 0      
1565, , 0      , 8      
1566, , 222    , 0      
1567, , 0      , 11     
1568, , 223    , 0      
1569, , 0      , 8      
1570, , 224    , 0      
1571, , 0      , 8      
1572, , 225    , 0      
1573, , 0      , 8      
1574, , 226    , 0      
1575, , 0      , 8      
1576, , 227    , 0      
1577, , 0      , 8      
1578, , 228    , 0      
1579, , 0      , 8      
1580, , 229    , 0      
1581, , 0      , 8      
1582, , 230    , 0      
1583, , 0      , 8      
1584, , 231    , 0      
1585, , 0      , 8      
1586, , 232    , 0      
1587, , 0      , 8      
1588, , 233    , 0      
1589, , 0      , 11     
1590, , 234    , 0      
1591, , 0      , 8      
1592, , 235    , 0      
1593, , 0      , 8      
1594, , 236    , 0      
1595, , 0      , 11     
1596, , 237    , 0      
1597, , 0      , 11     
1598, , 238    , 0      
1599, , 0      , 11     
1600, , 239    , 0      
1601, , 0      , 11     
1602, , 240    , 0      
1603, , 0      , 8      
1604, , 241    , 0      
1605, , 0      , 8      
1606, , 242    , 0      
1607, , 0      , 11     
1608, , 243    , 0      
1609, , 0      , 11     
1610, , 244    , 0      
1611, , 0      , 8      
1612, , 245    , 0      
1613, , 0      , 8      
1614, , 246    , 0      
1615, , 0      , 8      
1616, , 247    , 0      
1617, , 0      , 8      
1618, , 248    , 0      
1619, , 0      , 11     
1620, , 249    , 0      
1621, , 0      , 11     
1622, , 250    , 0      
1623, , 0      , 11     
1624, , 251    , 0      
1625, , 0      , 8      
1626, , 252    , 0      
1627, , 0      , 8      
1628, , 253    , 0      
1629, , 0      , 11     
1630, , 254    , 0      
1631, , 0      , 11     
1632, , 255    , 0      
1633, , 0      , 11     
1634, , 256    , 0      
1635, , 0      , 8      
1636, , 257    , 0      
1637, , 0      , 8      
1638, , 258    , 0      
1639, , 0      , 8      
1640, , 259    , 0      
1641, , 0      , 11     
1642, , 260    , 0      
1643, , 0      , 11     
1644, , 261    , 0      
1645, , 0      , 8      
1646, , 262    , 0      
1647, , 0      , 11     
1648, , 263    , 0      
1649, , 0      , 11     
1650, , 264    , 0      
1651, , 0      , 11     
1652, , 265    , 0      
1653, , 0      , 8      
1654, , 266    , 0      
1655, , 0      , 11     
1656, , 267    , 0      
1657, , 0      , 11     
1658, , 268    , 0      
1659, , 0      , 11     
1660, , 269    , 0      
1661, , 0      , 11     
1662, , 270    , 0      
1663, , 0      , 11     
1664, , 271    , 0      
1665, , 0      , 11     
1666, , 272    , 0      
1667, , 0      , 8      
1668, , 273    , 0      
1669, , 0      , 11     
1670, , 274    , 0      
1671, , 0      , 11     
1672, , 275    , 0      
1673, , 0      , 8      
1674, , 276    , 0      
1675, , 0      , 8      
1676, , 277    , 0      
1677, , 0      , 8      
1678, , 278    , 0      
1679, , 0      , 11     
1680, , 279    , 0      
1681, , 0      , 11     
1682, , 280    , 0      
1683, , 0      , 8      
1684, , 281    , 0      
1685, , 0      , 11     
1686, , 282    , 0      
1687, , 0      , 5      
1688, , 283    , 0      
1689, , 0      , 11     
1690, , 284    , 0      
1691, , 0      , 11     
1692, , 285    , 0      
1693, , 0      , 11     
1694, , 286    , 0      
1695, , 0      , 8      
1696, , 287    , 0      
1697, , 0      , 8      
1698, , 288    , 0      
1699, , 0      , 14     
1700, , 289    , 0      
1701, , 0      , 11     
1702, , 290    , 0      
1703, , 0      , 11     
1704, , 291    , 0      
1705, , 0      , 14     
1706, , 292    , 0      
1707, , 0      , 11     
1708, , 293    , 0      
1709, , 0      , 11     
1710, , 294    , 0      
1711, , 0      , 11     
1712, , 295    , 0      
1713, , 0      , 8      
1714, , 296    , 0      
1715, , 0      , 8      
1716, , 297    , 0      
1717, , 0      , 11     
1718, , 298    , 0      
1719, , 0      , 11     
1720, , 299    , 0      
1721, , 0      , 11     
1722, , 300    , 0      
1723, , 0      , 8      
1724, , 301    , 0      
1725, , 0      , 8      
1726, , 302    , 0      
1727, , 0      , 11     
1728, , 303    , 0      
1729, , 0      , 11     
1730, , 304    , 0      
1731, , 0      , 14     
1732, , 305    , 0      
1733, , 0      , 14     
1734, , 306    , 0      
1735, , 0      , 11     
1736, , 307    , 0      
1737, , 0      , 11     
1738, , 308    , 0      
1739, , 0      , 14     
1740, , 309    , 0      
1741, , 0      , 14     
1742, , 310    , 0      
1743, , 0      , 11     
1744, , 311    , 0      
1745, , 0      , 11     
1746, , 312    , 0      
1747, , 0      , 11     
1748, , 313    , 0      
1749, , 0      , 5      
1750, , 314    , 0      
1751, , 0      , 11     
1752, , 315    , 0      
1753, , 0      , 14     
1754, , 316    , 0      
1755, , 0      , 11     
1756, , 317    , 0      
1757, , 0      , 11     
1758, , 318    , 0      
1759, , 0      , 11     
1760, , 319    , 0      
1761, , 0      , 11     
1762, , 320    , 0      
1763, , 0      , 8      
1764, , 321    , 0      
1765, , 0      , 8      
1766, , 322    , 0      
1767, , 0      , 8      
1768, , 323    , 0      
1769, , 0      , 8      
1770, , 324    , 0      
1771, , 0      , 8      
1772, , 325    , 0      
1773, , 0      , 8      
1774, , 326    , 0      
1775, , 0      , 11     
1776, , 327    , 0      
1777, , 0      , 11     
1778, , 328    , 0      
1779, , 0      , 14     
1780, , 329    , 0      
1781, , 0      , 17     
1782, , 330    , 0      
1783, , 0      , 17     
1784, , 331    , 0      
1785, , 0      , 17     
1786, , 332    , 0      
1787, , 0      , 19     
1788, , 333    , 0      
1789, , 0      , 22     
1790, , 334    , 0      
1791, , 0      , 22     
1792, , 335    , 0      
1793, , 0      , 28     
1794, , 336    , 0      
1795, , 0      , 25     
1796, , 337    , 0      
1797, , 0      , 28     
1798, , 338    , 0      
1799, , 0      , 31     
1800, , 339    , 0      
1801, , 0      , 51     
1802, , 340    , 0      
1803, , 0      , 62     
1804, , 341    , 0      
1805, , 0      , 56     
1806, , 342    , 0      
1807, , 0      , 53     
1808, , 343    , 0      
1809, , 0      , 59     
1810, , 344    , 0      
1811, , 0      , 59     
1812, , 345    , 0      
1813, , 0      , 70     
1814, , 346    , 0      
1815, , 0      , 70     
1816, , 347    , 0      
1817, , 0      , 73     
1818, , 348    , 0      
1819, , 0      , 90     
1820, , 349    , 0      
1821, , 0      , 85     
1822, , 350    , 0      
1823, , 0      , 70     
1824, , 351    , 0      
1825, , 0      , 70     
1826, , 352    , 0      
1827, , 0      , 70     
1828, , 353    , 0      
1829, , 0      , 68     
1830, , 354    , 0      
1831, , 0      , 59     
1832, , 355    , 0      
1833, , 0      , 59     
1834, , 356    , 0      
1835, , 0      , 65     
1836, , 357    , 0      
1837, , 0      , 65     
1838, , 358    , 0      
1839, , 0      , 62     
1840, , 359    , 0      
1841, , 0      , 56     
1842, , 360    , 0      
1843, , 0      , 62     
1844, , 361    , 0      
1845, , 0      , 65     
1846, , 362    , 0      
1847, , 0      , 65     
1848, , 363    , 0      
1849, , 0      , 59     
1850, , 364    , 0      
1851, , 0      , 62     
1852, , 365    , 0      
1853, , 0      , 65     
1854, , 366    , 0      
1855, , 0      , 65     
1856, , 367    , 0      
1857, , 0      , 65     
1858, , 368    , 0      
1859, , 0      , 65     
1860, , 369    , 0      
1861, , 0      , 62     
1862, , 370    , 0      
1863, , 0      , 62     
1864, , 371    , 0      
1865, , 0      , 62     
1866, , 372    , 0      
1867, , 0      , 59     
1868, , 373    , 0      
1869, , 0      , 62     
1870, , 374    , 0      
1871, , 0      , 62     
1872, , 375    , 0      
1873, , 0      , 68     
1874, , 376    , 0      
1875, , 0      , 65     
1876, , 377    , 0      
1877, , 0      , 73     
1878, , 378    , 0      
1879, , 0      , 76     
1880, , 379    , 0      
1881, , 0      , 73     
1882, , 380    , 0      
1883, , 0      , 76     
1884, , 381    , 0      
1885, , 0      , 70     
1886, , 382    , 0      
1887, , 0      , 70     
1888, , 383    , 0      
1889, , 0      , 68     
1890, , 384    , 0      
1891, , 0      , 65     
1892, , 385    , 0      
1893, , 0      , 70     
1894, , 386    , 0      
1895, , 0      , 68     
1896, , 387    , 0      
1897, , 0      , 68     
1898, , 388    , 0      
1899, , 0      , 65     
1900, , 389    , 0      
1901, , 0      , 59     
1902, , 390    , 0      
1903, , 0      , 56     
1904, , 391    , 0      
1905, , 0      , 56     
1906, , 392    , 0      
1907, , 0      , 56     
1908, , 393    , 0      
1909, , 0      , 51     
1910, , 394    , 0      
1911, , 0      , 53     
1912, , 395    , 0      
1913, , 0      , 56     
1914, , 396    , 0      
1915, , 0      , 53     
1916, , 397    , 0      
1917, , 0      , 51     
1918, , 398    , 0      
1919, , 0      , 56     
1920, , 399    , 0      
1921, , 0      , 56     
1922, , 400    , 0      
1923, , 0      , 59     
1924, , 401    , 0      
1925, , 0      , 62     
1926, , 402    , 0      
1927, , 0      , 62     
1928, , 403    , 0      
1929, , 0      , 62     
1930, , 404    , 0      
1931, , 0      , 65     
1932, , 405    , 0      
1933, , 0      , 65     
1934, , 406    , 0      
1935, , 0      , 65     
1936, , 407    , 0      
1937, , 0      , 65     
1938, , 408    , 0      
1939, , 0      , 76     
1940, , 409    , 0      
1941, , 0      , 73     
1942, , 410    , 0      
1943, , 0      , 70     
1944, , 411    , 0      
1945, , 0      , 79     
1946, , 412    , 0      
1947, , 0      , 90     
1948, , 413    , 0      
1949, , 0      , 82     
1950, , 414    , 0      
1951, , 0      , 82     
1952, , 415    , 0      
1953, , 0      , 99     
1954, , 416    , 0      
1955, , 0      , 99     
1956, , 417    , 0      
1957, , 0      , 87     
1958, , 418    , 0      
1959, , 0      , 96     
1960, , 419    , 0      
1961, , 0      , 107    
1962, , 420    , 0      
1963, , 0      , 96     
1964, , 421    , 0      
1965, , 0      , 96     
1966, , 422    , 0      
1967, , 0      , 104    
1968, , 423    , 0      
1969, , 0      , 102    
1970, , 424    , 0      
1971, , 0      , 96     
1972, , 425    , 0      
1973, , 0      , 99     
1974, , 426    , 0      
1975, , 0      , 99     
1976, , 427    , 0      
1977, , 0      , 93     
1978, , 428    , 0      
1979, , 0      , 90     
1980, , 429    , 0      
1981, , 0      , 93     
1982, , 430    , 0      
1983, , 0      , 90     
1984, , 431    , 0      
1985, , 0      , 87     
1986, , 432    , 0      
1987, , 0      , 93     
1988, , 433    , 0      
1989, , 0      , 90     
1990, , 434    , 0      
1991, , 0      , 82     
1992, , 435    , 0      
1993, , 0      , 85     
1994, , 436    , 0      
1995, , 0      , 87     
1996, , 437    , 0      
1997, , 0      , 87     
1998, , 438    , 0      
1999, , 0      , 87     
2000, , 439    , 0      
2001, , 0      , 90     
2002, , 440    , 0      
2003, , 0      , 85     
2004, , 441    , 0      
2005, , 0      , 73     
2006, , 442    , 0      
2007, , 0      , 65     
2008, , 443    , 0      
2009, , 0      , 65     
2010, , 444    , 0      
2011, , 0      , 70     
2012, , 445    , 0      
2013, , 0      , 65     
2014, , 446    , 0      
2015, , 0      , 65     
2016, , 447    , 0      
2017, , 0      , 62     
2018, , 448    , 0      
2019, , 0      , 59     
2020, , 449    , 0      
2021, , 0      , 59     
2022, , 450    , 0      
2023, , 0      , 59     
2024, , 451    , 0      
2025, , 0      , 53     
2026, , 452    , 0      
2027, , 0      , 56     
2028, , 453    , 0      
2029, , 0      , 59     
2030, , 454    , 0      
2031, , 0      , 56     
2032, , 455    , 0      
2033, , 0      , 53     
2034, , 456    , 0      
2035, , 0      , 56     
2036, , 457    , 0      
2037, , 0      , 56     
2038, , 458    , 0      
2039, , 0      , 62     
2040, , 459    , 0      
2041, , 0      , 62     
2042, , 460    , 0      
2043, , 0      , 62     
2044, , 461    , 0      
2045, , 0      , 59     
2046, , 462    , 0      
2047, , 0      , 59     
2048, , 463    , 0      
2049, , 0      , 59     
2050, , 464    , 0      
2051, , 0      , 59     
2052, , 465    , 0      
2053, , 0      , 59     
2054, , 466    , 0      
2055, , 0      , 59     
2056, , 467    , 0      
2057, , 0      , 56     
2058, , 468    , 0      
2059, , 0      , 56     
2060, , 469    , 0      
2061, , 0      , 56     
2062, , 470    , 0      
2063, , 0      , 56     
2064, , 471    , 0      
2065, , 0      , 59     
2066, , 472    , 0      
2067, , 0      , 56     
2068, , 473    , 0      
2069, , 0      , 56     
2070, , 474    , 0      
2071, , 0      , 56     
2072, , 475    , 0      
2073, , 0      , 56     
2074, , 476    , 0      
2075, , 0      , 56     
2076, , 477    , 0      
2077, , 0      , 56     
2078, , 478    , 0      
2079, , 0      , 56     
2080, , 479    , 0      
2081, , 0      , 56     
2082, , 480    , 0      
2083, , 0      , 56     
2084, , 481    , 0      
2085, , 0      , 59     
2086, , 482    , 0      
2087, , 0      , 56     
2088, , 483    , 0      
2089, , 0      , 56     
2090, , 484    , 0      
2091, , 0      , 56     
2092, , 485    , 0      
2093, , 0      , 56     
2094, , 486    , 0      
2095, , 0      , 56     
2096, , 487    , 0      
2097, , 0      , 56     
2098, , 488    , 0      
2099, , 0      , 56     
2100, , 489    , 0      
2101, , 0      , 56     
2102, , 490    , 0      
2103, , 0      , 56     
2104, , 491    , 0      
2105, , 0      , 56     
2106, , 492    , 0      
2107, , 0      , 56     
2108, , 493    , 0      
2109, , 0      , 56     
2110, , 494    , 0      
2111, , 0      , 56     
2112, , 495    , 0      
2113, , 0      , 56     
2114, , 496    , 0      
2115, , 0      , 56     
2116, , 497    , 0      
2117, , 0      , 56     
2118, , 498    , 0      
2119, , 0      , 56     
2120, , 499    , 0      
2121, , 0      , 56     
2122, , 500    , 0      
2123, , 0      , 56     
2124, , 501    , 0      
2125, , 0      , 56     
2126, , 502    , 0      
2127, , 0      , 56     
2128, , 503    , 0      
2129, , 0      , 56     
2130, , 504    , 0      
2131, , 0      , 56     
2132, , 505    , 0      
2133, , 0      , 56     
2134, , 506    , 0      
2135, , 0      , 56     
2136, , 507    , 0      
2137, , 0      , 56     
2138, , 508    , 0      
2139, , 0      , 56     
2140, , 509    , 0      
2141, , 0      , 56     
2142, , 510    , 0      
2143, , 0      , 56     
2144, , 511    , 0      
2145, , 0      , 56     
2146, , 512    , 0      
2147, , 0      , 56     
2148, , 513    , 0      
2149, , 0      , 56     
2150, , 514    , 0      
2151, , 0      , 56     
2152, , 515    , 0      
2153, , 0      , 56     
2154, , 516    , 0      
2155, , 0      , 56     
2156, , 517    , 0      
2157, , 0      , 56     
2158, , 518    , 0      
2159, , 0      , 56     
2160, , 519    , 0      
2161, , 0      , 56     
2162, , 520    , 0      
2163, , 0      , 56     
2164, , 521    , 0      
2165, , 0      , 56     
2166, , 522    , 0      
2167, , 0      , 56     
2168, , 523    , 0      
2169, , 0      , 56     
2170, , 524    , 0      
2171, , 0      , 56     
2172, , 525    , 0      
2173, , 0      , 56     
2174, , 526    , 0      
2175, , 0      , 56     
2176, , 527    , 0      
2177, , 0      , 56     
2178, , 528    , 0      
2179, , 0      , 56     
2180, , 529    , 0      
2181, , 0      , 59     
2182, , 530    , 0      
2183, , 0      , 59     
2184, , 531    , 0      
2185, , 0      , 59     
2186, , 532    , 0      
2187, , 0      , 59     
2188, , 533    , 0      
2189, , 0      , 59     
2190, , 534    , 0      
2191, , 0      , 59     
2192, , 535    , 0      
2193, , 0      , 59     
2194, , 536    , 0      
2195, , 0      , 59     
2196, , 537    , 0      
2197, , 0      , 51     
2198, , 538    , 0      
2199, , 0      , 48     
2200, , 539    , 0      
2201, , 0      , 76     
2202, , 540    , 0      
2203, , 0      , 87     
2204, , 541    , 0      
2205, , 0      , 73     
2206, , 542    , 0      
2207, , 0      , 53     
2208, , 543    , 0      
2209, , 0      , 42     
2210, , 544    , 0      
2211, , 0      , 34     
2212, , 545    , 0      
2213, , 0      , 39     
2214, , 546    , 0      
2215, , 0      , 76     
2216, , 547    , 0      
2217, , 0      , 121    
2218, , 548    , 0      
2219, , 0      , 116    
2220, , 549    , 0      
2221, , 0      , 93     
2222, , 550    , 0      
2223, , 0      , 68     
2224, , 551    , 0      
2225, , 0      , 62     
2226, , 552    , 0      
2227, , 0      , 70     
2228, , 553    , 0      
2229, , 0      , 79     
2230, , 554    , 0      
2231, , 0      , 79     
2232, , 555    , 0      
2233, , 0      , 70     
2234, , 556    , 0      
2235, , 0      , 65     
2236, , 557    , 0      
2237, , 0      , 62     
2238, , 558    , 0      
2239, , 0      , 59     
2240, , 559    , 0      
2241, , 0      , 62     
2242, , 560    , 0      
2243, , 0      , 65     
2244, , 561    , 0      
2245, , 0      , 70     
2246, , 562    , 0      
2247, , 0      , 85     
2248, , 563    , 0      
2249, , 0      , 127    
2250, , 564    , 0      
2251, , 0      , 147    
2252, , 565    , 0      
2253, , 0      , 147    
2254, , 566    , 0      
2255, , 0      , 147    
2256, , 567    , 0      
2257, , 0      , 141    
2258, , 568    , 0      
2259, , 0      , 141    
2260, , 569    , 0      
2261, , 0      , 144    
2262, , 570    , 0      
2263, , 0      , 147    
2264, , 571    , 0      
2265, , 0      , 147    
2266, , 572    , 0      
2267, , 0      , 144    
2268, , 573    , 0      
2269, , 0      , 147    
2270, , 574    , 0      
2271, , 0      , 150    
2272, , 575    , 0      
2273, , 0      , 144    
2274, , 576    , 0      
2275, , 0      , 144    
2276, , 577    , 0      
2277, , 0      , 147    
2278, , 578    , 0      
2279, , 0      , 150    
2280, , 579    , 0      
2281, , 0      , 147    
2282, , 580    , 0      
2283, , 0      , 150    
2284, , 581    , 0      
2285, , 0      , 153    
2286, , 582    , 0      
2287, , 0      , 150    
2288, , 583    , 0      
2289, , 0      , 150    
2290, , 584    , 0      
2291, , 0      , 150    
2292, , 585    , 0      
2293, , 0      , 150    
2294, , 586    , 0      
2295, , 0      , 150    
2296, , 587    , 0      
2297, , 0      , 150    
2298, , 588    , 0      
2299, , 0      , 150    
2300, , 589    , 0      
2301, , 0      , 150    
2302, , 590    , 0      
2303, , 0      , 150    
2304, , 591    , 0      
2305, , 0      , 150    
2306, , 592    , 0      
2307, , 0      , 150    
2308, , 593    , 0      
2309, , 0      , 150    
2310, , 594    , 0      
2311, , 0      , 150    
2312, , 595    , 0      
2313, , 0      , 150    
2314, , 596    , 0      
2315, , 0      , 153    
2316, , 597    , 0      
2317, , 0      , 153    
2318, , 598    , 0      
2319, , 0      , 153    
2320, , 599    , 0      
2321, , 0      , 150    
2322, , 600    , 0      
2323, , 0      , 153    
2324, , 601    , 0      
2325, , 0      , 155    
2326, , 602    , 0      
2327, , 0      , 153    
2328, , 603    , 0      
